linea_entrenamiento_original,particion,grupo_sha256
3877,entrenamiento_reducido,f30d92855ae633024db3c8169a3c0489d4f2b5da6c4610e046234ce1a7a604c6
3878,entrenamiento_reducido,58919429569b2759673db1f86e8841bde29fa4bb15a25f92906d2849e01c9e73
3879,entrenamiento_reducido,ba20d8097825359c2a88a7806674be8b1e761d3ce008d7b7692a6efe00b89762
3880,entrenamiento_reducido,80d34976c4446f5f868ab972c014866f652fb67c9689021d035a1cc1e843a49c
3881,entrenamiento_reducido,c72e125244e9c1a615980c7055b763badbfa2c6094e8ca2eee02c3ebe01f52d1
3882,entrenamiento_reducido,ebbf4d856b42ae41486c7cfc7f5b18ff059f6557f0b8b29d29b50852dbc38586
3883,entrenamiento_reducido,562512eb9b16aafbded1cca0ec894edc179f98cef79c420efd27ee959ff4ddd0
3884,entrenamiento_reducido,ae4406c979945add9294f8238b2cb2f20376fb27051e45ccd612cfaa4a9124bd
3885,entrenamiento_reducido,bcd3de8b410c06a665f4f0eefee38aae83ddb8236e5ca61dd3985b3f5be7b206
3886,entrenamiento_reducido,e9fab26f6dd8b7c2a8204dc5d9824d77b853aab02688fbf2c597addd0f5dd04b
3887,entrenamiento_reducido,d2c45d3cdcf07628fcfe48d7e2de987657745005c375346f6ad665446e0e832f
3888,validacion,26091dff57e6c2f32e764d6a74a290b18e15f5faef6ee11680203d96d73ef88d
3889,validacion,0a1708e09cb7fb56a19565ecdfc16802c9fbe79dac838983b7e61ffac6421235
3890,entrenamiento_reducido,ca8447d1a32a6b2542bc84358b170ba145e9d9965a932eebf0c3285ab816ee4e
3891,entrenamiento_reducido,60c8b8108a132c0dfbc30d14172e89edbc1487c812a8aa690aad47806cf3332a
3892,entrenamiento_reducido,aff31ef32f32042ab652854ca2403beefb9654667e36d850cb57289b7ba58081
3893,validacion,1189fb1548a25c2728a80ceec1444e385a09545a1910ce295da87ff1bb86bbe0
3894,entrenamiento_reducido,cbd14aa00fe3f9250c7e14d756a2cb963c77ee9042a338e332f3fd6214c9ddd2
3895,entrenamiento_reducido,70f051c92eaf528191981e5e5dd191502adaeae76dbf022ce3f505035687c01c
3896,validacion,2bbb4b9d901f4d9b84c1a9565046b7f975751e93a85edc091ce8e8772489d013
3897,entrenamiento_reducido,e6e1041ba3480d32e13b9199ba0a00c1780316553b873d120cf34ad0c93cd7e8
3898,entrenamiento_reducido,ffd97effbf70540591250b1097ba71a096ad0e397c761d684400c2532306180a
3899,entrenamiento_reducido,b6a81325f49acc9f5e2cf115a3456b922b12ab353dc116ed9cd0c457449dd9a6
3900,entrenamiento_reducido,6eeb7cf33115a1687b904ed56017144b6be57f39dc4ea29ccb400d129678c8b8
3901,entrenamiento_reducido,a053d1bd611758c4f05e0affb549771bc84e903b81b5e8ec9d65fbc6d065258b
3902,entrenamiento_reducido,ee9b4e8075324fc7e533145543c55bb0823639e31c903280193dd3d1908c5b4f
3903,entrenamiento_reducido,619b2e309e125783032b90b3869fc0f184ae2fb1e106424f12374ed66ac1d7f6
3904,entrenamiento_reducido,cad23849270ff9daa3a02475dcfecdf88490ebf80fc49012c69288047229a69d
3905,entrenamiento_reducido,f6561f887840946c92e5ec49a3b3ba785074686bf8e08613cb1aba94b9db1baa
3906,entrenamiento_reducido,c205c4b25af84fd076741222e3a50445b4abb20a60995e3522a26e879a1a8270
3907,validacion,39dbedae02843739079202f088ca425f895911057198a17d89739f04be4a621a
3908,validacion,276726f3d9c1deee3bd447a4c07a71467c944a1daacc7165fd450cd23c2fbdbc
3909,entrenamiento_reducido,b2ea88829d43626ba415cb8e3807d682c621deafe42f0e0d0b6d08f35cfc22ae
3910,entrenamiento_reducido,a7b7756acc76abc6f1febf31f3b829cc52404ab8b02f19069581eba9b03786d8
3911,entrenamiento_reducido,493310c6589be86adc43ca206581c9ed6773862274fa3c5e7c24981fac337b81
3912,entrenamiento_reducido,8ec085fa2bb590b6d1781d2945cc5465702cf4534e1112d3e5312cbce2c83e2b
3913,validacion,2f6af36cdb69ac9962850c8c1ede0e99c06c0965fed0261758a6dab963a62e3a
3914,entrenamiento_reducido,ad4eca9988c1c6225cc4f3d984c582c772056feb3bc585cbfa108aed6eb23169
3915,entrenamiento_reducido,8480f603393ccc25b7d36f08e161482b0c4bbdf818e72f82a69153f76f7f3776
3916,entrenamiento_reducido,eb015d5f804a0489a6ca97a90bb6e3edf4cb48f2f2073db1b850cda78a37b4e2
3917,entrenamiento_reducido,c75821ac98a777ccfbba87678e598969e710694f6bac629a73d70320e41ad7d6
3918,entrenamiento_reducido,51e4ef5091bca507d557da366f9eb20a1bec071fbfc4ac9e63031a4f227d6641
3919,entrenamiento_reducido,ef5aac562238fc3232360d876966e24d3d7db0582af2c64d290e36c1427e2203
3920,entrenamiento_reducido,66169db1994f6b4780c4870e933dfc56ccfb8b0cba757be277ac538d75fda128
3921,entrenamiento_reducido,432ecc4eb9f44df31bb8b9ace4827e1ee0b8be966da68d64d58639bb7a783d0c
3922,entrenamiento_reducido,c3414a0708a4fab155aa79a27802e354a4c823901456789cd8020eb25fa2187a
3923,entrenamiento_reducido,4571117eb1eb074a00ba7c6c5e116e5a5054c0c25f6b314d33dac963407c0df8
3924,entrenamiento_reducido,7d5e9799f06f10ff203ce8960fd77a9638a3967d6453b86c3ab0d1f3a00f50e4
3925,entrenamiento_reducido,9cf04bdd3f25a7654fd15a196fb32f0e54f10da75334ce7432f4212c667ecd79
3926,entrenamiento_reducido,cdff3b0ef63059dfa0aed56a3df7c5f2609eb2858028a4eec6e99d1a389b30c3
3927,validacion,1ec75f8d220f2e0a730e0d3b713c62459660d6fd2a877ccd6a37274d0027cb0e
3928,validacion,2b3690be8f9f0efb443fe27d888d74e7c83b067913d74f981529cdc357f7bdb7
3929,entrenamiento_reducido,59b2de8f1dca43ec2a2969f00290a36883a34bb4846ab63e7eacf3bdc2082f87
3930,validacion,294eb8d47db333f082738110b2697f1c9444caff15627d4d9adec53a2d0ed889
3931,entrenamiento_reducido,edde73a81c0594d47db74bd2c06fc31579975ce58142fe7f18aea9512f1e5804
3932,entrenamiento_reducido,523c7c17211fd26ecddeb5d601588ce8897e810f389921a7a80b137f0b9a2679
3933,validacion,0059ecf78434769a0bfc1e089940b3bfc80b2493db11ec9d3a12d28adb05fd49
3934,entrenamiento_reducido,6442dfd01577f10129c29ea4a83b45532628e6ddbab2b1fd39afd01bd9f9ac49
3935,entrenamiento_reducido,a3b6c8c394204b99ab855b1288f6e08db3ddc132512a7a7eda2070484d29a9c3
3936,entrenamiento_reducido,4293828ec149faeb1929864d553e87ca7ff48fdc5ee35788c3df94ba77121062
3937,validacion,2ff2c8e360af180e672ed9d14f5ecedd8e2fc6d66e11facc47cfd5acde557774
3938,validacion,21191d7ee2f51981475fbe9eb1305bdb2de39641d3f8d064c8885dd332de0323
3939,entrenamiento_reducido,d6b50319f254a92da24b20fd67ee1b13c9ddb7c01cff3bfd97d024610732a111
3940,entrenamiento_reducido,80a7f24f7e2b9ebffe628f18567f2dd0a8aa6c67ad7614afe8efa5f4f6e532d3
3941,entrenamiento_reducido,80c4e10b28c32355dfb3db515290f0f7f54f2e564474a7a82ed0df39a757a449
3942,validacion,234075ab9038c35a893f2bcad37e6d6444c4369399e1b3d1ba49c264dbeb3267
3943,entrenamiento_reducido,93b2ad34a07b165e65dfc49770b36a6b062b6dc0a71f0bb33ceac72a905e07d2
3944,entrenamiento_reducido,7802692a1958c79ca2dc7a769f6f82569cb58d5ded421fbfe42a241530ed3bb2
3945,entrenamiento_reducido,ff0d6641d79cd24b4fbf9da3bc5332a315599523c75253b27da0967c588e9c51
3946,validacion,368defb8623e136784358fe15b65706e91861d897c2a149d788f1d95013e96c9
3947,validacion,0686c712e3a6c0996edac82b34751166c192095fbea2d2ad76c276b08c9a7c32
3948,validacion,241ccba9bb18f5479a9121d35390cbd3134f85c81998b0fd8ffa3b207246d9c4
3949,validacion,2c744970abbad1b2fd8c7a2d87c0fa428394d5257ce09ce3de5b3d11cd12fa17
3950,entrenamiento_reducido,fd4619486fe077bc5a53c350876c5b38913b910a0c19d23bb768a0b16d970cad
3951,entrenamiento_reducido,be405b85afa83f1a796376611ed9ce7433812dd00e2d930e30b079735ae7b160
3952,entrenamiento_reducido,cc8565bc38a6d4309972d993795fad586e410e83e6774f22d3a32fa9f752471c
3953,validacion,0cb095ce479fd1ed1ad9f8fac81a71cabec719386f1abf1c70fbd6e5fd67276e
3954,validacion,1041eb5e4222cb3f2261ac79acc63ee83bb51632fcde055fe92a21844be9bf97
3955,entrenamiento_reducido,853c8558097e19efddee307678ae89e4fbb7efa3a6808255d838163b900127fb
3956,entrenamiento_reducido,f4769933275f01c0245b2345f8db9922fd33372ef9c48c17a6676685394fc4cb
3957,entrenamiento_reducido,7c74c966d6d44ef9f42a4165b4550371c08248eabe18cddeea3f532eef162b68
3958,validacion,1e8ebbb7e3e4bc6b0a905c4b44edfc710c9342c1ed653d6d342c06f3093b61c1
3959,validacion,0be0c8200846a4539870256e3861507590c7e8d55ca0610314fd18fb53138282
3960,entrenamiento_reducido,b286b8f5460e6fca4ab2b1e2f84de50f5aa17a8817a803a3bbec16a83471ba55
3961,validacion,23a91196eaffc85f5104909a6b3a87f621c85822b934e5070164f6d92033c922
3962,entrenamiento_reducido,b38f3c05478daf824744068b3c99d5d2932f840a9da28be8153eadf46b32db30
3963,validacion,09f58043a407681126c9491cb3d3de6e74142cce85a1f874768995e2dfc43a49
3964,entrenamiento_reducido,8c974cf5d6fc15edc9347c011dc87131c1d2a051bce2877ba8af7961f74eccd2
3965,entrenamiento_reducido,6fc4e63a8ec28607a8c571b60ee41cbdabb5b096dfc306543e7329c1a4cf0fdc
3966,entrenamiento_reducido,75e36965cf521aec097ec8a90a693b46299c193daccbf64570c313b472f20da6
3967,validacion,2da0a91744fbdad9ef4773c7302232dfca1e5f7da604dae586bedd4272054ae8
3968,entrenamiento_reducido,e960b883d4a62e0a3a5bdd1614c6fe38271291b78dc8e76af4a3e1cf19fc7278
3969,validacion,135e58af39faa31ae9611bd57f9c3fe4ef53d256703232ccb2cb5db140bd1cfb
3970,entrenamiento_reducido,e43f0cb80f76fe9154dcddb946a66565908a7672c18d6995655320eaa1ed5b3f
3971,validacion,0a69a9110925eb443da607aee84f30377dd397ebac2f23c900e96a4cfb02fb76
3972,entrenamiento_reducido,d1bb99d427ca6800b4ba1ed747ce1187e6926543bdd1a715e619e83329523318
3973,entrenamiento_reducido,7b15f0745a576732d4ee8b71159b25785b3812b2ad80acf01c54d3848a6527aa
3974,entrenamiento_reducido,7e05719ae181bf1307738794c272394d97f59c7a1c4e17b623d9102b6a804a47
3975,entrenamiento_reducido,dbe5c3a9e93aaaac7930e82934fef775947b493e6cad50429a1d8e1b8a9e5528
3976,validacion,2bfdca2ca2a9170776683af1be8f96a0e57f2d9773e0f1787324f8a1d118b9f1
3977,entrenamiento_reducido,c68c231d7a3dcb4021e2251fac076648844c7c637cc3f067ec82e52ceffb05a9
3978,entrenamiento_reducido,b4acce132bbf0f89c0c1e75dfb22195212683bb4b62d4ab27436efeb41400456
3979,entrenamiento_reducido,c921139e68d8c85e267fd7483fcd7d48df27263e24a64169459418a2736d0e28
3980,validacion,2a4fd8cf979fbf9931e437fd1267481995bbf3f92bef8c0cd378ffe1e263d693
3981,entrenamiento_reducido,e17c78b50ee8eb117c214a4bc213cd7490795c966715b4c24d57962ea044a883
3982,entrenamiento_reducido,87cece8bd247a3b0ca4a96d1cf8233c94b3361c4d85d3b213107dcb597f47310
3983,entrenamiento_reducido,b6764abcae7b6d4cfe3057e554821b8e039224c6a6f0d9b75ee0681a0a6d5c21
3984,entrenamiento_reducido,a3073514e2d9a6dae273c2b600a1f6c7f63fd5dd7b3d9aec51075e7a2307f24c
3985,entrenamiento_reducido,75632f49e28cdc1ba11148001b839cc3b91c60f0e81d3408689b5ca76e09245d
3986,entrenamiento_reducido,b79a42837169db864574096499938b3f2ae9447e06354b880e3cfce69ad0eddd
3987,entrenamiento_reducido,8238662f56f38f35c401fc0eacb2cc01004da89cfd243ffb3fb541a359921631
3988,entrenamiento_reducido,656b0d65054b222a5050ae5611297328705729a981ec9ea38ab6fdfe67ba5f86
3989,entrenamiento_reducido,b00a989a017e1fcee27fa77c5b6b99f912bc61e4d693999799a3984635a9bd47
3990,entrenamiento_reducido,efaa6750c74bb33c0c6c5465bece2bcc531ad650cdbca05a9c1fe33a31f69f18
3991,entrenamiento_reducido,521ee3940a0bacedf4c8355ee019fff6886417088be31b422a6fecc6bffbf282
3992,entrenamiento_reducido,eeb747adae2bc7c4b6b9ea9fc8077d59102f4af2c75e51a71ed28c4440d33180
3993,entrenamiento_reducido,d21b8f9317d49b5c3ea289de6b5efffcdef496882f78fcdebadab88301fdd301
3994,entrenamiento_reducido,e47b9bf09baa7c815ae5c3e4115027ea3d7502ceb7ba9e314535ef786e611a5f
3995,entrenamiento_reducido,b5eb0481db661996a2d545530f224910da4e60465e263e45a2446b0fe42ae192
3996,validacion,217db32315c201055fb4441eaaaabdab0c4b0e5222df3c5cee96c74d536105b0
3997,entrenamiento_reducido,c587fed2b2ab8d8595b3eb1745bb397585697ea50697cb61cca765219f4e8275
3998,entrenamiento_reducido,c71092366f4087e8145fb35d21da559ffd3a2bbf2fc457f05b8b1bda8854234a
3999,validacion,13c6d5466bc6faedc9c903a2885d13fca335646bd776bb20581cf29a9c87419f
4000,entrenamiento_reducido,88a8d2979dc5ca1c4fc66cb154be62a6ffaef7999f224ce0270db23c8490125e
4001,entrenamiento_reducido,e4751e1285b7cbabf13e3d415b6eb0653dd8217215002775fc3cf5aed7fc92c1
4002,validacion,127c30ffc0e12d5365c072254a490a7e2128a59315fab9183e2dd9308d40c3b7
4003,entrenamiento_reducido,d837d0f9d0de37d8c0e0fa0e1d226781c6da4db753a9da1ed195f7c6d2d3f62d
4004,entrenamiento_reducido,f578fb7065907f1744db2c4e379efdbbd68b9c19ea56a92103f6146a980d006b
4005,entrenamiento_reducido,b881780b46f30420d0e75c32719fc9194adee18ae0e97487e117e195508b0e0f
4006,entrenamiento_reducido,bd969ad547e647ae5efab8301ad726e0080ebf04d02af95b2da025e46681de0e
4007,entrenamiento_reducido,496dca2aed341cadc6bc13cc695a75163c0d7878607015be42b76da55bc87d81
4008,entrenamiento_reducido,d1a58a0e4912fad7aae6807920396d733298a682375caeb7108f44e8595e8cc1
4009,entrenamiento_reducido,aba667a53b9779f3f0d9831a6e7a3b39b14a8d965eed5675cc1e6b944afa70f0
4010,validacion,2b0c9c82444b4204b13b8157580ce487d31471e351f799a04a63184e9cf70e2b
4011,entrenamiento_reducido,6bd53eb0c8a7765dc5d34507db947f56076f367604ab2274b105548b21162188
4012,entrenamiento_reducido,fcac27154a02cf4c27d9fc9b75789416271adbedb9abc9ab3e4f70c63c14cc1b
4013,entrenamiento_reducido,8e7c26c59fc3d02d1de1033e7a1550bd3b4f719db9059ed932845d6c6cc87940
4014,entrenamiento_reducido,cc6b6f9c2a113606beb459266910f368d6465418c1ae00bfa40c0e1639ee7b0e
4015,entrenamiento_reducido,787751ddb0e75705fbc69636276c207b31b4ce8edd169662127b32b71503c18e
4016,entrenamiento_reducido,9a5669c832a6448d98fa3cffe874137934567b2e556eae43ed02787b7608d7e6
4017,entrenamiento_reducido,6bf03b2f83b8000243f3a2f7cddd5a345420310d8cb28522f2554786a15259c8
4018,entrenamiento_reducido,8dd7f7cd99a64664b1ecfed435fd744211deac1a2601a6b2ac0b1c33a3414327
4019,entrenamiento_reducido,63396773b95f08f088ee9d4e10615c7315bb84515ecbe8402ccbf6049dc75734
4020,entrenamiento_reducido,4be7dcad6fdf15871739a75cacd95218bb1a4ca20fe2dc44634ce602c7394e1d
4021,entrenamiento_reducido,4f81762b2db7e2efa58aa0e27b326c6a6b1591504a2c9c48be5da56d741a0882
4022,entrenamiento_reducido,e732972049f0f61d41a84bfd9a60b7882f2b43059751d7a1c72fe703015779dc
4023,entrenamiento_reducido,85bcda307219d9eb3e64008764ed471c9326d3a05cb96d4bb0fe0c808f97986a
4024,entrenamiento_reducido,9d07bcbc4a5aaeebb59f46cd268e6f6b35e4f8371d78df3492a654a409ce9830
4025,entrenamiento_reducido,c0dab1e6c567c8f414240a2d7c78e23f3d5a8309b0ffd957f5dacd687deeab24
4026,entrenamiento_reducido,bdc6667a166492f757ddc191db7967b39fb9753dfb69145cb35c1405b5a93c32
4027,entrenamiento_reducido,68c046fdd172bb85b6abbf2afa0834d645a9dcaa6838ecd0fc3360b60584b81b
4028,entrenamiento_reducido,aeef9fc2cf95d65a4e163a366f6a48b64db7893a5a9d70d25e248967dd010b76
4029,entrenamiento_reducido,d78b27b10709792d6c13d45f94635da7ef45795bc5f00fb25c2793acf2808256
4030,entrenamiento_reducido,67ed63f8906ccb7b76f066c4d18752f18483f1a1626a29c59c32a82f6f771544
4031,validacion,06d4a91ba783ce432fee271efdd42898b7c2ca83672f7df7116a9d0e622ddf2d
4032,entrenamiento_reducido,e0296ba6a004b7de3e190fb285ad3aa7844d2a3e0990087e1e13fa23b960777c
4033,entrenamiento_reducido,81315ec301f2b3b13e831b2b73739a47ac19bbda8efbdf74345d3d252c27a99e
4034,entrenamiento_reducido,8f5f2c9cc3bdaf8f00ea3def04097e6ad41075d2505fb3cfbfbbb5186204ea0f
4035,validacion,1101465d08035d5094b480d9299bc79108242ce78c1c81b9c201ea3092b09c96
4036,validacion,20726703c2834558a4637ea596b70d9ca7289e9e295c13e72ae0993cdb2dfab2
4037,entrenamiento_reducido,84f99d8a799bf4c5908631d356a7c0ec9327710e3d714f98b8caacfd86a85f7f
4038,entrenamiento_reducido,ade8c4107681682ce26177921de3abe9cbbefb98986275204af5af47bbc64c60
4039,validacion,1f81c009d3fd998ec8ce99542c7785df0aee1a175ee7f1adc22aa6aeb48f95a9
4040,entrenamiento_reducido,6013aa2fe115facfdb1e0f27fb2015ef75395fbe54cc46146d64130b96006fe8
4041,entrenamiento_reducido,f722886325f8124afd083aa4dfcb36ddfea7720855bbc14c21d4b9d73c68e1cf
4042,validacion,3122035b09948e873e3c0fb710ac8f64c9ddd745b09c2405307de936049df27a
4043,entrenamiento_reducido,74545e4c0fbacc9d62199ee6c084eb1477d9580bdbd8578e7a70a14d39eec206
4044,validacion,0692566b4d7cd381ad14051d9bf31965d013cd589e4f56b7df644b5010ca0ed3
4045,validacion,0897af49fd17147d1204b6c4c516e63283a58ae1c4690c5b8b69f471af25352b
4046,entrenamiento_reducido,d93305b18a6c0f65154ec50c7a018d72833dc212b9d2792ac1df340d2c488ec2
4047,validacion,2cb57ceb924515044c169dc306e4dced2b8f67c5b9c906c37713c9c136a46ce9
4048,entrenamiento_reducido,f62de326257e87d9bc9dfb86a888ee2798a5a31fd2b8b28b981be55d25d95163
4049,validacion,0c1c29c40cb7d86f75404329f598e6de29a8f111b464fb716cab89dbc50f6e32
4050,validacion,19a0f80879f025ff0a2eb8abf9e68f748e5f585cf0246179d892d5be7053d5c4
4051,entrenamiento_reducido,614d0008f6080aefe50cd1f4b674459e4a3fdfc518ffff58c5155fc8e0206b73
4052,entrenamiento_reducido,b538c8b67fad66b6ff828922a0fbf9046d78931ac0ec863abbc3982d85ea2239
4053,entrenamiento_reducido,b27e031bb812a5a881afc72e76829dde8f115526000d2a4ba6af1b54376dcac2
4054,entrenamiento_reducido,e9da5af7f8ad2d8fa59957831d8439e0f8d5f3a840de9841445f49a1c1bfa983
4055,entrenamiento_reducido,80c04724ceba632aa5f274031e04ba7c1eeaf220de9ae4fe5e3285870d114d85
4056,validacion,2ac9da8df52893a4e7eb4359b5044227718e02fd9c5c1719d6c209bd92be1b4a
4057,validacion,174dcf7279a09e957a9f179979be634ff06da5adeca46e7be31da141f9a2ad7e
4058,entrenamiento_reducido,7748875c5d7bcc4436cc997b7de2d688fabadc07353dc4df4e45f31628746684
4059,validacion,2d61f572498d3a4218a30340a5cff75c9c06535037b3948190198c1b31f0c367
4060,entrenamiento_reducido,4c30b797095f69477dc461ca71940f5197187bc031cbce6476f73d0aca80741f
4061,entrenamiento_reducido,f43a85615fb8bd9fb942150d20982780f1e8bcc3ce170f3e437ab815bbfb11e3
4062,entrenamiento_reducido,4a5363b0967c9634d1956dd9b8114f598b4223795fa843f67da7ba1e3b1329ca
4063,validacion,1af631f3d8b4ea5a378db8000ec65d2172f4b7cbbe33e36dc3ccd2cbe913c00c
4064,entrenamiento_reducido,afaca2470ec0cb712c2875d4558698afe96eee0fc34e7c7e1b8a0c1c8365aa73
4065,entrenamiento_reducido,fcd75273f97d1fae2e1ca1f9bef916d463dc2721bfbaad687bd1fd3ce9b224a1
4066,entrenamiento_reducido,71bbc39c9b7e87e39bcf59f7e9584d07b7bc5db2e4a904cbdf6807fcade5e32a
4067,entrenamiento_reducido,bdb29a1fa84b44408924b824915bba131ae6ef220a1ae9f3c8351196b4344cda
4068,validacion,244fa0ceb0f32899fd2134b2247b89fad43e4475cd45c268883f3afd9cbd1c45
4069,entrenamiento_reducido,466de0d93c9788849cb695cd6897fade97726ad813a4f4d171d7031187e5ad92
4070,entrenamiento_reducido,420354babc1d788fa8e27dd07857d21e00ee45cb83fb309ad25b5d6d56912072
4071,validacion,0062bbb506e0a55976d63b407ccd25516889ffb146ab4a53c8f3b809b7f6cedb
4072,validacion,266b59df2bd7c3f78f0d6437a4ae2a22f2be29e0340de05ed8f5c2914dfe3e06
4073,entrenamiento_reducido,a3386ed092fcdd11bd764fe61d543b988469a2f13bc072b8361246bbf9d43a3b
4074,entrenamiento_reducido,bda44f0fd2a1660e635d9277b6eb8be08577b497ed24ba89ba1639912125333b
4075,entrenamiento_reducido,87ee0c320a53005eb4952f3ecd7b677c3c9c9790aa2214bb79f140435a378698
4076,validacion,2e9904c669ecde97428ce48c3bed47374c59062031c0471898c1892005ddcdd7
4077,entrenamiento_reducido,d9f929937051e900960e4a4ba28596b1d6864abb37f3b161a95720a6aeaffda4
4078,entrenamiento_reducido,da8cfee4cfedaded02bf58bc7a56affd943bed766f33ca48f345186ecf68bbaa
4079,entrenamiento_reducido,b9596d1a8c82c6c2fb51c003bbdf0f76efca9192d1e4c1896826244d8a8ab89a
4080,entrenamiento_reducido,450ea5155f36fdc3f01309a670b079dc23611c4da65359eca04d221d8158184f
4081,validacion,0cd6b67deb2a2a6a92229a5a35fb8c9ed1bf3369f6dbfdf760fb660f5d292596
4082,entrenamiento_reducido,4a1401fd847e3d2acde0aa1fc98541d4fec9283e60071c4b5c2d5889edb92eae
4083,validacion,002c25a2c97f69e78814eba4eebde23893755803380387862db770a2c6237f60
4084,validacion,2e0616f5dcc460e21ea05d372e231b274710cd7a2a117d702571eb1d7da08421
4085,entrenamiento_reducido,e6483f8211a0154df645e083e9074db13c94e09cd17a21a14af960d99d793512
4086,validacion,187ef6d281b291fec4a8de52cef1c1bb4eabd8e71b79a0241b87d3a7b86fa10c
4087,entrenamiento_reducido,cfe7d3eb88762b6add7dfb7b3ee64cb59d0719f142b408d171223c3ce2039422
4088,entrenamiento_reducido,6a8ce3146986ac411d14e1075f3e226c1c5bf82ed2aba210ba453b1c7a3055e3
4089,entrenamiento_reducido,6b6fdaf5610cc64b8a98679bcfda98904e94fb020553617c566e8be2ad649b97
4090,entrenamiento_reducido,e3ea0b7b5cc6dc5c4a73ae3def863517d1e10fd76d40cce3efaf3081ee99f769
4091,entrenamiento_reducido,d486ced43053f4c11cde71d086345925b431cba910cb4c120a1998e044c8abc5
4092,entrenamiento_reducido,dee236b8d4c564ed778786ed904b238c7251215c7308850d349db5c5532b4781
4093,validacion,28f3a8a2a7f2e44048b6dad432b88a2fbd1d18b12c9d9691c9fd184d1243e005
4094,validacion,00de8cfa748cb0dde8a671a2d444f6675a984b221a85611bf67c7daff9febcaa
4095,entrenamiento_reducido,93a9d55d157d07168d2c36a895ac1434bcb1a2a35aa8cb6d484e00f1eda01dbc
4096,entrenamiento_reducido,4b1053ec0d9ab29fbbc7e613cb5fe5f8c04a8cc5bfc46424b9157a0141f2d66b
4097,entrenamiento_reducido,4196ffc89926b39d5ff5d8d258f084f6d59aaedd18f5685ffe49b14572a7182b
4098,entrenamiento_reducido,506522973cde91960c4506f6477ff15484ab053182244867f9ee3e898cfe28e4
4099,validacion,335ad9aab25ff441c783a4ee55c8695b7e79d3d0c7143c83bf0a9c5d8b2670fb
4100,entrenamiento_reducido,8bb05fb72b92d896f5d09107257610a60be28be110da9fe6072fe94c385fd023
4101,entrenamiento_reducido,5e021129bbc946fffe90a6e93b6bda1d7fa27f34a275ab047d93342eb8dd7d4d
4102,entrenamiento_reducido,735b4568d35da87af5873d246c543911606d8533036b675f1c0a3cb354f00f44
4103,validacion,242bb56a9664b2842b0a1f5b44269948f69c6a80cfd265412353cf031e222fff
4104,validacion,149f0ebdaf226b49eac23985ffb7ac0ad8deaeed15441a7909aa150abab0dcc3
4105,entrenamiento_reducido,a2662f4eb587b0300f196833f0090cd170505888e1e8337f582bad2e8ecd0b7b
4106,entrenamiento_reducido,a256d3303673e30c1898b3564c7e4cea45e7307cea8f67fe331f548cd81d2841
4107,validacion,1be45acd37e55346da9c61346db86b750e3bcd3c5265d3f089f11c79122f1264
4108,entrenamiento_reducido,5d6c5f60cca69c5dc5e84bf5f095676e4ef65a50c99c11a54f4b4d4b88a3692c
4109,entrenamiento_reducido,7d2dc7b5613b1c84ceed99ccd6b844dff93dd8e6491bf76c1c740489f7153367
4110,validacion,34c62d243557ad915b886ba10269d9e0ec988d409c77a257550df7b2a6f2f061
4111,entrenamiento_reducido,ed3f2f629854e38cca5b42df80c36338745870447e80ea8d31dc96901cb2a988
4112,entrenamiento_reducido,a04f57b4ff44de9d78e685c3db98b94c1cdf46ce013021071628fa9a76ba95fb
4113,validacion,09f9a7ac7b0f0ed445924eb8d57bf23fd97c60f95415581ec2eb69f1a4a6b56b
4114,entrenamiento_reducido,a3eee5a320ab503e46a937788a13a25246e5b8569d6918326f1b42b9097429f8
4115,entrenamiento_reducido,63f527aa1293b438d2d202ec4c44fada47e4127302f7d9936fe472158d2c906d
4116,entrenamiento_reducido,dde6479619ae74fea07a275c45b8f9e700fbda20ce0ac3595f4adfb24431b189
4117,validacion,148954e7387544f8d2a52c4033cd6441fa9650e1a4ce94b6d6640ff8e28bca81
4118,entrenamiento_reducido,8f7a939c795ccd24efcc7ecb807aca5a424973d066225458dc9271f05b6cacdf
4119,validacion,01169e09ff5cda18541f0d05620a8840349ac708b49bf98c2f96a267d7221604
4120,validacion,218851077994e714917507cf3c3ea9a6854b25fb3c9df52875eb294d67e13512
4121,entrenamiento_reducido,e208c9220ac0bb02b5da33bde5757920baea7a96de84904a5b60bccc5a884677
4122,validacion,0e18c58ebfcbf1e04907fd6bd860ba26397ded13810182555d7991b17d88cae9
4123,entrenamiento_reducido,f88f13aea3d059c20b7b09f3515300958cfdd215cde9af9a59e9a35007ef83da
4124,entrenamiento_reducido,50e2c8e2f38eba083bcf3b0e3192273d552e72329be0f962ab08760cf0494e99
4125,entrenamiento_reducido,f2f9e2096887fe249b5f46d943ea988414c87fc283fa3714d00f8e125efa2623
4126,entrenamiento_reducido,402e2e386b80bd923b142cc108ce748b16ee8e461b301544e94781602dbec65d
4127,entrenamiento_reducido,77c25d5f38d8c282ea965073c3e15cdbe9350886512b69f7764f1d93c4df6387
4128,validacion,3816e7f8136680d9e18fe81f1f558eeb9d32be225ad7bce2e3ec9f3429940202
4129,entrenamiento_reducido,8de27fbc3cc034ab9365684cc8783f22634d5be152e1ee350986d50b20138735
4130,entrenamiento_reducido,802be551e1855407c45982ca8211db0c3356d364077461f799adc5b8109db8f9
4131,entrenamiento_reducido,a55c2f1896bd84c3c1ed3590f17279796627784e53198ec6ffe61e435ea17143
