ID_original,particion,grupo_sha256
25055,entrenamiento,a1be2b449f13475cb1993f5fa27e7cea04d7fe23af8e6b42bbba2c20352c6e13
3389,entrenamiento,ec00c705b791c3321c1586d28e7713a36e1166c5f89f2cffce94e0a32984a087
21229,entrenamiento,473a0b48bd3975b2d2cead15bb5f4100f91e8f8d39da9f7f718726f364d954f6
23934,entrenamiento,ae213a588a7db8e9b17712b971e1f7e43225fe7941e2179f823f50f08f16ddc7
11066,entrenamiento,eb26e03ec31f034394969da9da8bbfdd6a17d795a81ccf03f6ab6cefad26301f
21614,entrenamiento,cc5c011190ee97fcc1dae7249f9548195abbc2bef63793247ce29e798ad92044
198,entrenamiento,a34acdeb4c3012fa6b23805f08ee664ff5df69be8513766b83c6a90044a3190f
27328,entrenamiento,9c0f55e9ee386e79e9085002fa21c5fb39a4cca565666c92786eb2cfef167436
26597,entrenamiento,6662279b8c599894330f9dbb2b34916f92fd06b0fcb8f5655abd666774619762
15606,entrenamiento,414dfde6d238c9575123a3bc122fe4f90f63d097747882089bc600c5196cc1a3
3683,entrenamiento,d0c672d88cadb93ea6b5470f20a7f59e1dc6aa719d8f7942475707af60274547
11898,entrenamiento,60f3ed87a7ce562184a5c3f0015497f01fde32539577ff7c13bda985776eb0be
14786,entrenamiento,4e37353dfd00be982be02700846b488c6c6d5a18b49d495dcaddb3a4369bf92a
12510,prueba,021eb897fe55959575ed6138eb6cc0d5938607c71f5b43e935781e01e69b3ad3
11700,entrenamiento,d213ea229dd0da65f0f01f8f2cca856897a7bad90be0fca366f0e3afae37997f
23928,entrenamiento,8d3aa8f6db7bc4d373e420972cd47d96f67bd82375eeb807d8bfdb456df1ea4b
12928,prueba,1132a81adb2ac51f730ee8dcccf2c57ceb72167443e36501667e218719b4a1c2
10160,entrenamiento,993fc22a33d4c6b1d608324f7f09ff29fce74c978b3302aea1261b1ac6d54b7f
3705,entrenamiento,d39a1cc190b3fa9456dfbb4b81a5579aac71648e9fabe32495c48f6166617f98
13549,entrenamiento,493f2517b68c2565337f71969ceddf661879da9031196a3ed9df7c25633f459c
2801,entrenamiento,8bc32550b6c20cca6c94c94a189662942c8bf04b394d7542bf9459e5a750e33b
6018,entrenamiento,ddf5b071df43328bdbf1ce72377c968afdad9097c28cb31c36bc3db8724800d0
11784,entrenamiento,f0b51f7181b5951ac0a102eedfccbfdb8e88ed808eb3a17556f3f681236026b7
5134,entrenamiento,66cda9ae2193aabfdb216be363fb9c738ea2f7fdd97228f73fee501bbe603e10
633,entrenamiento,7b88b23186d9cced1707e77b5e3b0dcde8a542ac9d30c5293d3b93a2b5313b99
835,entrenamiento,bd2b94de495c1e74fe9865fab05091c44ae90960ea8967f72d9cc56884e7a3cc
11032,entrenamiento,e2c202fa88b64f7979639b74186707ba8afa6a7958f594b79b0e53acf8c54ac5
2787,entrenamiento,d46dc591203c26e6a73862dc0660ef50cf745af471947907576f171873d274dd
24538,prueba,276068987060acf1c56e47d3974be3e2afa97980808a88767222576b47b3195e
1763,prueba,2e54dc91e6a738503f361ce44badc3e543582c60b14b4fa8c1f95d4d4eb38909
9428,prueba,2dd71f78dde2a1009ea778c700e56b995978a76086ffae98defc36ce9c140bca
3270,entrenamiento,e887ab772c872a05431c80a3c7b3a9796806a45eb73d0bda3f1680abbe537bf0
11725,entrenamiento,c1cb680bd9ab41351bf7b9fb0bd9d6cd699f266547edce7d4fad2442315a870e
29636,entrenamiento,c4f93e32cc333d91629ac327fd413cffabef1f033630c7ec0898cfbac545f43b
246,entrenamiento,bf1e61976b00482a3d373f3c6f8be1e43d06dd98704bc518eab9ef30f8cd6ad9
23999,entrenamiento,3593b8a107d93e77f8020912b634b2f02740efb1b2d3756c3672a0345c092678
12740,entrenamiento,cc492a1057a26f9f3d0d32d8951035a9a36ae461744aa2132ae8f91cc70d39f3
2680,entrenamiento,4dc64acf958b6942d62dcd821632a5259eb666408a8e398f26a9f222fd1621d5
16509,entrenamiento,f64a47825bbc985a69bb8000c510d3a0c526f10ec1e6686846c241e8cd2302a9
29220,entrenamiento,c75ecf5f9e37886894a57016b12987a1d234ea6633e9e85f49e709471a08d0ca
19673,entrenamiento,9c43e93c80ae0724fc89ee6cfc4079e8c23786c2cde6489266670a2561e9cf5c
9209,entrenamiento,5123342475bb548170a8882d0424f13232a5f159d54b0bc9fe4f83d3bdcb6d7e
1923,entrenamiento,9aefb9328c5e37abab36d7b514ba809fcb6d67b8e6b2bbf3fdf7b90a1e845766
29560,prueba,00bf71b691f4bf021f852e6e739640f400e25136d48192c167da3b8f1bece3c9
20397,prueba,23a84836180b734cb67ff05a50dff1aaae3e1d1809bad58cd5088ac335e2439b
8760,entrenamiento,e55add67b3a0eb11068585d67b4ab3c408c44b75d052c8ecd2104e9cdcc297cc
185,prueba,2ab3912492d5cb35224ffbc059dce8a6afc40704699a75275a74858eed1c5ddd
29969,entrenamiento,7eb578daddd2fc812571405269a464fbc839d00438c17d7f645d5ca24909a804
17242,prueba,28d5cb70583a8c94a122d9ea4b26ab4012ed85163907e58aee30274efe74497b
2207,prueba,0b139720edce376a6ea04d03f64bbc5d707273260f99c1f4e5c282f40bd60a09
5764,entrenamiento,39bb63487867ccea050e29b9662b29cc58aa4e42d8b1eb0a407476a9472f778d
27429,entrenamiento,548e205b84a8c166d1a2b5f5f1cc8e280c63bff8fa3222f93ef4701a8b6d96ed
6708,entrenamiento,c070738d15960abf15a34669a61417719a3284d83e4d3ca6c794465dba74d45c
100,entrenamiento,a06615583db328721606d5c0c00bfd60ca237582b3c56ad571456b0957aaae13
12617,entrenamiento,db96870a43cad04905eab9ff4ea64a4eb6660d635986c1f5fd8c3c6bc73e43bc
17819,entrenamiento,f8401db4e74f1a6e8867d90703fb7d9544dfa0f2c34c2e57445358900ff6702f
18190,entrenamiento,aa73882a7b069156f991a4767fd5d9ca5a3f08875e8fde4a182e33f8b8670b71
27602,entrenamiento,f7418bcd31e1c3848a725e9b21950acc09257f17c88e18b381137a275f6c1439
21301,entrenamiento,8a7cc5772c6f93d9ef7a2ee56d8e1b4d68ffccf18f35026aa0e37bc175c11d8f
28059,entrenamiento,81fc65a2b27f7a6790b92691ffe4664752b6c9c6e5ba96ae5b206610862eed1a
11006,entrenamiento,e99afd6a7ac33408d53348fa2391dd9c636e78622072a2897ddddca9d5ab0084
17054,prueba,24b65f58de546fa4ba8357efe5377b1eebe7ed691ecadfa7ea06297e91635567
12153,entrenamiento,950be8da234590bedca621f769217d7e92715e9736f76e18a25f15ab7d0744ea
27311,prueba,1fef21e7e778bbb34325f3dadd24a377b977265a3af6d001b857ddaec9ef3721
12493,entrenamiento,7f5935f7cd3fc6d427733df254fbd332c3bf6b04c7538b8ea13828f12c4596fb
2755,entrenamiento,de8aceed1a4dd5adc07179bb7c68e2e9252ac271b4423f6881c22f2b5ca9187e
16448,entrenamiento,c1d95a7d60275b55b54281f3a9255ed6bebd6911d2f17c2deae3b9da67e25cc5
24642,entrenamiento,ec6a42a138f6ad2fe77e95b1301de4b3764260556770da51340da2015ec5e366
23945,entrenamiento,6fb4c695b21aae0b33c510b62592791b3b3bb3c5c2fb4051eac9ec07897db995
20659,entrenamiento,420ff288b58c97b3fea1db6fea211e43fe98ed5723d77e8f7806eeaf028e4544
26697,prueba,0b9c620e01117ce984c2f9d3b89dc4329832e78e8e59f535e646bc7817aee51c
21700,entrenamiento,f0be91e18bbe9fd42e78d1958420c94f7640204f696299a0e8ede8bad7ed7d89
11764,entrenamiento,cc0df9eaab0d6914bbecb5b5427a7491bb077d07c0c13467ce9b666e98227fa9
17525,prueba,1fef4280ff54c672869926e84b937d6fa0c7802d52d3f7f529bc81221f69b8df
29227,prueba,27847a788a2b2f82cf8506f0eaa1ed4924130727f9dc0d87790bb07984aac186
3807,entrenamiento,df86a8ca611d2745d253d0df6a054db1aa13183e13344ece3efdb1ffe0402cb4
9696,prueba,2ce8a932b46e2346ccfeafc78612a75107c9ccd13289630b0c37b8c63af1a5b1
13588,entrenamiento,e4af45022580b19afab14c9c2941f081449bb68fa9047c4325066ef07ce3dc5d
12802,entrenamiento,9d691c789c9a42afdf4c6448dc5cfaa3be87754535cddae5d571b634bba83713
26931,entrenamiento,d7b04aa8d890a3e38d90b497edb6bfd9f85998537a5e70ff82b44762a0142a6a
21435,entrenamiento,effa5e4dc3b73f1740aa021290ac824a5bc9a34b454b0192093bd492ac20cdc8
15952,prueba,0cb9a3885f1b8c97047aca1f31632aff4cc1c1f7f975d6f719a0615d3a7dffbf
6550,entrenamiento,8b7d3bf6504b67bb6cb843f7de7bd03cc7492172700cc3b794a55af165998c35
18317,entrenamiento,ec725534a2215cdae8b462348658d6ce1f3b5cf13b16d97969f4aa8ac4da61ce
23054,entrenamiento,c44eb847062c50d6cc50620759460765ccfb0f5b4b3a41abf139f0baa17af6b2
15387,entrenamiento,cd2838576f27f8989d176a6968d63264f34505466009e9192a5580a6d142e478
10350,prueba,15652ced5d6ed7d4b91ed1f281e5b50da83601fd429d7a253992e78c41d046e8
14791,entrenamiento,4b3b3e79131cb7533e801bf7ca43760fa7ae4de23b7f8f30c9811a6bed979ddb
927,entrenamiento,6729c8710bc61116e81c0b324a3362cf73cf627ca9f981cd52b682fa928a18f8
25404,entrenamiento,4e62ad94d6fc1dbd58f8265575445f8c2af7e21aa0faa65e0ff0eb73504aa566
26587,entrenamiento,3a58a25d3a5c2df772379ac5d18f996f24d1ed9c22b0ce719eed8d56dd09a533
17589,entrenamiento,55c9b7510e46866d2dfd4a44adad549859a22204f3442dc01a50e4bf8401f4be
5251,entrenamiento,70eb2776a34b8a73311fa521fc95080972a379f2248b2d855e57cd40d0eddb3a
4316,entrenamiento,fca440af7577e062a85728d7113d9e0fb55556635853aa88c6e0cd8f2cc995c8
5271,entrenamiento,5dcf27e97070d5fde99efd16cc34bcc06a107c3d3bda7981a787910e6f1716d2
20392,prueba,111fa61b09a920240a9e6e60c4b8555f1a93489fc5ecaec7792db608b275e03a
7221,entrenamiento,993900492cbcb349e9060c48f39937e8a2c7eb064fe59a463bd7e16e2cbb0b9d
9507,entrenamiento,594d4928821d082fb9f787d4e4eba95473eeb4269e6cd202ec5d9641cfa03cbb
18029,prueba,19168a132142d074849e8b4d4b515cc58250af37e1b68bbccd8b065812636e42
9524,entrenamiento,b5d26722a92e0e5c40549a9701ae37e315533eacdc99b7374e3104f2b88a23f1
24619,entrenamiento,ae3e5254893e29a1296a812bbddbf8e84e24cab4f347983b85f2cd542f1c86b1
16994,entrenamiento,54ba2a533bda0227880c2145de600d806ef70b488537cbe3cbf717f025dee827
15897,entrenamiento,845509b440b0b125ff0a263c069055c380955e37ab26259653dda359c46a0c74
20372,prueba,0582a05b946a18047974c2808a9d221f78d86d12c84911e2bf013b4d93d3c200
16735,prueba,1686bd630de5a5c96521d09abdf4da8832e0f7d587e7881f777041d95d31d882
3926,entrenamiento,d4c93bf58af1bb67d9b80897f07b9d259b8a61fc61b801682ca56e9ab4e560b2
17912,entrenamiento,d14c096f192c96e06ee7317dd541177fc984ab1a218a5e06c2b2e84286aaf6a7
10706,entrenamiento,4d512d41669f86b8af17976db9286b55327098063bb0371fb4096ded6d445e1f
11387,prueba,187d541bc8e2b428f21d29f473270984ce2cbdfac98bc697a1b09f38e74829c6
17862,entrenamiento,b5844def60e4204947895da9948c1c61c9c27bc8158bbc31c8b22205277e9902
28347,entrenamiento,759e9bb22050cd4e2d86c213697c63fd51fa0afaabeaa84bf4591ec679bcbc1c
14960,entrenamiento,ceb211ffd326e20492fcb25318a1ab5481248fd49c396a2853e12c374f594404
20772,entrenamiento,f27b98686be4cbed1794f004b41889e752208eb1f3c50f13771d19cdc5c158eb
7236,entrenamiento,55abcc40e2a530095aa5d854f89b13c051030e3e9a990099ab63cf4482a61fab
2596,entrenamiento,a515ef9f740ade7ef1c3ce4318904d2f1a826854c61442d50811d45c11ebd080
8680,entrenamiento,f2a6c4166397c7418b93a498c052ecd3b2949b0b4153906497fc8706d201d524
1553,entrenamiento,a347694076d618947c419bc6855e4560c385f3181042d95c99ed75d8b4c1ead2
28568,entrenamiento,87a97ba23591e0e06aa9b9e752525fa58f8d1a6b8cf95bf76c71bd7f0214b562
24045,entrenamiento,8edad709dd89ba247d76764477cf4e932df58c57649b5056fe50c34ef67dd3b0
21139,entrenamiento,ae185eadf31a67607fd812a701439d323017a537303e4bd8f8a4aa28ab6b6adb
16903,entrenamiento,a49a6cf6f75d50c2b5a49f0693463046beae32558912431644b7ad345c1294d1
7942,entrenamiento,a89e02caec98029b701189940aa7a1d8600b8abd403448170213c8d42b44dedd
26000,entrenamiento,f870c4ec7684b4c246fbc72ba01aafe9d212c79910354cea463031441b6f2a48
7922,entrenamiento,4e9621cf88a2a6e43172a2ed4ff161620e14542c1b0b29c0a699b7f7ecba9565
2093,entrenamiento,f9319f9945fe76a11f9a3655c4d381aaa208da5120669973db984ffedfeb8af1
21577,entrenamiento,bd6ff3a1003cd1410398f25de5b49dbf35f584f0201a9a068b9ae7971103302a
23957,entrenamiento,c2f665faef2b13ec2f2cb1ef122f3ab72d4ecc5c5da1995ab5af1ab8283e544f
27003,entrenamiento,3a699eb439ef47ab73b6bd60a73118632fa6467a2531e0afe74251f71b2fe5f4
7763,entrenamiento,4be0a9925fd0e302ec5b2222ce8b427aa71f8c8a419d5438a4a9e64115824119
5578,entrenamiento,a134110a5863948ed3ddccddc99b03b41cb4e6f697df04530d3a2274e710d520
12634,entrenamiento,c44f0b218c48f4d2da8f6ed4681ce92e17a0cfe68005c5c3bee4b2ea06a96e0b
16211,prueba,2f1f99426d1dd040a87080a477bca92b17600e0096b4c12d684960b979410680
14032,entrenamiento,4b0aabe4f330325aec487a3c18fc33bf9fff279789353fa3f25520b10b4977b6
23955,entrenamiento,cdc03983471ae3009f4c12526912ede484fd954da9222db5620ff9568eb41172
8210,entrenamiento,d7d2a122e06302f6c8ff0b36e9a1f77eeca87a2c74fd73db571297f951f3ad79
773,entrenamiento,8afae372cd4f048aeaf92f5a0234e74302a7aec9c0f777495ff8922a4a6c5df9
29145,entrenamiento,85409880584a26adcf0505bc48f0d29d0b020f3c5b40a598a0c770b63d6df20d
29715,entrenamiento,7bc310bd326c034ad95efec5ba29aa3ba3ce8fe0004abfdd4fe9f631c5d895ee
3828,prueba,2067c943d62a9a20462a8e6d2aa8bebc8b4555343bc7d7678255edd2fdda9863
2536,entrenamiento,a054d05a37d0e1b2edd1406b7e159f767f27ad9bfbd8bc5fc00ea5668de1dee3
4638,entrenamiento,56918598de0bc8907c942df6b59b59869907f9149d3ef72251f1d247d27e62e6
9367,entrenamiento,3d898fc7afee293c8d6a938066b8c38a44d9feba6cee13b40f76ff353aa5d201
22486,entrenamiento,cb4a7c116ee0b2a929b8fbb15777a54f3d830fff778a0d07fedac4a02b6640f0
27308,entrenamiento,f9029059dcae4b8ec0123b4c6f2a4a9ae76be58a6744ee4a48b727a71c896a78
16699,entrenamiento,a930ce56393b4ff18f775524d0779e6be0265aa3a351d093d337d358c459cd97
18388,prueba,16da992848b598dd75a1cf3e1aaab23f10d885c75ef6ed8c2858799cabfc8ebb
28220,entrenamiento,7c0b89465f3a90fe5fa731f9fb4a137c20cab2d63bb1e76b1a6322c48cbe11da
26939,entrenamiento,3c4609bfe9ce3264b5f5e5b76ac207af414c7156f918c8b81d724e0040787c6f
13502,entrenamiento,5d34366d343a9fa6c3585f090f5933e4d0d2d326c6dc33fe7213b795acd6bef3
19404,prueba,1a4764c91f9e470100a30816e26cee8431afde9382a9211b981d2c67f8725801
6549,entrenamiento,c9fa6c32c0c664f373643d3885be22f19f247e941caadd5f4bd2363e167fc6d9
20155,prueba,15b307c04df5cfbc3bf02315a74dd6dd1c5fe1cd403ea2307969279ab5703ed2
1292,prueba,275e9a66e3ebe4b9a026cd8e7a100cc085997e8930ad2b7d68e3c8d5bc7bde6f
29390,entrenamiento,a78566116a25843206ef02f5adc7f328281291258603f2849082109ca01eb3d7
20934,prueba,1500093adaab2e95e412cedceab6b15ef247a69357893cf3492fa8af38fd9a98
8014,entrenamiento,d26deb1eac840d29fd6d3a81a798db9cdf118431fec196f9f9ff311c7d521c01
23964,entrenamiento,45f5e8b82e76bb879887e9f527416bf7e4dcc98ae577094531f0be06ea280554
24831,entrenamiento,dcf8a9ed381d6964a9e2bc8d0ddfd56436db7c0138b806ef514a5abaf1aa9591
19227,prueba,0e23911e3184ceb6272d644163615c41ac1a9d1dfac380fed157edb91c637643
4293,entrenamiento,ab365a31576224d66a30c7202e07c9786b206e753515acd76c13cf59a98ecd49
27159,entrenamiento,48bf4f5df2488ac10818dc94c5536172810d5ef0e427c23dc02ad5697b060e53
27947,entrenamiento,56c66abed83825a9afa808e3305106bbdc03002506bc32ba4fa82a8241fdb4cc
672,entrenamiento,a32b88f876b8a31523d9cdeebe6b286be2fb816c384941ef40dbe5758409afcc
23484,entrenamiento,776925ca60e8d8a18ac944d252c2747c23d92c8a5457e84a056494809b87c4ad
26470,entrenamiento,37e4f78a32537223c7d09fc1e761d68e407ef037eca4af4e1d7d40e5c01b1689
16637,entrenamiento,7ce52171c1da407a652eb6fe7834323109114ec52fc858b8b81556e5c0877c63
18213,prueba,249494028fea4fb9cfc06cce8bc5f05c3c582196661f2176519016d053cb449a
25264,prueba,11965329e0e0ced51db8c4696b6f1ef0265f333e06f26b45779e204d9d3abd9d
8148,entrenamiento,5af1c635befa1149aa28ea2418d6729c6fd8e51b5dc3371c1c4c9cb1dce1bf39
20512,entrenamiento,ee1cc3c031a4ad0db139e0e56dd5386012360cc19fccefad7cc9bb1970cd860d
26719,entrenamiento,5379b9786515310508cf6cf14524c0a8037215afde1d8f51e470aa50e246b51a
29261,entrenamiento,3fcc8907986e4aa22005c143075d19882727a73321c8a27179c6c08502fe8e5f
5956,prueba,05e8971da4f4ce913b237c8f2ece12c26faff0dd9676e712b1bd3417f9a5b55d
29588,entrenamiento,a6a3ca1e4165eb9d3530b04279ad289969729d1b53fd447be2b7f4f17f5af827
15795,entrenamiento,60b4c8b19b42c32246b84cea7e6047d6d2fae89f51e928b02f85ca642ba5dd75
17079,entrenamiento,622139e990bc7d3f57a1f3e93c0cb5c62c7fd8dff0b04f7a92103b7cf88acd5b
29117,entrenamiento,7c8fac9e00ebfac13e8e68258b5708880de5e2aedc93670e2f17a42303b7e32d
25380,entrenamiento,75cdf106dcba17e13e21d95fee0ea18138c2092314f307552c152ed44625768c
26460,entrenamiento,d07bb6c5c345c71f1edf8e27de255c2b6658ac7ed0da9fbcb54905cc729998c7
7199,entrenamiento,846ccdf3808c54e90cf1de2576c9c1bf5ff117c46e5e2453f0f7bc86fe5bc87c
2875,entrenamiento,8db6dc9463ba1d30c0d0f4e446e851d0e150e7d00620ee9e1bf343e4cb1d2b6a
12360,entrenamiento,fadabae4f36faa77a4bdbb548bfd83161781455b5560b9504ae8d76fe2131798
12479,prueba,0c6e1b980cd81aed9e0335642e1899c9ed42cef7ca13fb60ac7d041d938550ad
2281,entrenamiento,b371cebc1c60e3e7681fc59175b2188ef0d6c49dd463ce6d7ef57db5606d2105
9820,entrenamiento,676436e4f87baf0a64cd62eb7258c120bb5ddc1d4dab30d650b2ed7a5b1922bf
9323,entrenamiento,6045f4dde29a410d89e98a02bf31f6e858abd671ad2e56a36cdeeb931bc54ca4
2545,prueba,1303cf0f53c2bb052eb76e37f750d6f62067cefabc134f6982ad23eab69c9ccc
6597,prueba,16525d0a80963ed96a59bc32dfa41ea7554cdf2f735695a4d65621f4242477dc
18747,prueba,0e5d66a41d61da2d6e63aae080f56a690d8309ccad105111bdb3dbb59ea2888c
16719,entrenamiento,c2bd686927b56520489828ed232e156b07ca8f2bf8cee07a1c235959f37ff1b2
7164,prueba,046a6cac18f9d1d2d25ef9486f9b3774857f772373120689c63ae05deb0de0de
18038,entrenamiento,a33ddadeb8514d9a1ffcfb2a9bcecefb3c583bbdaf091b06daff18d16941d048
7252,entrenamiento,ace25ffb97f82e44ffe37b4a331fa52194a8055da4689fdc16373a9277da0fe3
29529,prueba,0b9a4c15516ebe72a49324ca2eed10578157a08e55870ccad3102fae864d0cd8
19889,entrenamiento,7dc12853345aa10b915a4eb95eb8533b557f02511079a301759a6e1a2bc90a0b
13613,entrenamiento,5e3be75faa548bfc5e47eddb13017d69b0a63a883f0b01abc2e3681e5ba7bc92
22309,entrenamiento,76884df5fd0db501742009ff6927412bf9fac99203d9ad611dd5ba70101ef5ec
27641,entrenamiento,bf05837495cbbb1b5fe234792f65494fc83fc5690f177a543a5d1ae457e8d493
4533,entrenamiento,8efc4a7b7451d7e47b615c64707758aba29c7ba23a3fe769411a98c6068a58ba
18856,prueba,31efce37e2f5d8f268d5c8d0754ea334c5ee1129c86853bfc06e70d2442085e9
29672,entrenamiento,e4cfa3a3bcff22f34482989060202e0815e691511ef54a2cd0ded414fb8bda10
20750,prueba,0b23d3be4a36254b16a0213ab0d01e1e61f73ff675d73b61e4e85aa59c3309f7
4307,entrenamiento,b922cfebae36804b75fc20a0e99b676455b7e552bcdee8752ff90bb1e948c038
25977,entrenamiento,de27ad2b78d783c25ba3086046e89737a98d06610deba9ad404926aa30d4a22e
23997,prueba,1f2a40716b495362455044d780fd980a10075fe388a32920be1e8739a9d3738d
7903,entrenamiento,6b7198f3e28d26d4053be0252f7b1d88d38022a8624582e4f1d52480df13510b
9398,entrenamiento,d15445072471eb333c8e746e8444986ec675fff87e8ba4e46bab8ef9a9c49711
5361,entrenamiento,609a3715c87f80e230a7a205b9ce2b650f6fc015a1b78d3622a777f60dcab65f
29314,entrenamiento,f972da6d7b130aa8b44bc438639345fa9dadd00cccdf8d864a0a1f7ec0641263
871,entrenamiento,d112605949a1a017c5e610110ddaae23be039453f1ed670fb52d0e86a67400ad
5033,prueba,22379fb85f26f3c200db0b8ae05a4c4909e342280c00aabe11cff359582bb9bf
12721,entrenamiento,a7b1e5ace21f816ad7e8f0117b7554c970ab2228725b47b3e6f3ae9fe8cc547d
7405,entrenamiento,7fc1facdb74a0c5aae6fb7479a65282d96bbab03526b8e979b84b423adacf942
3434,prueba,083fef8327e6711c40be37d5e7f3b24b47bbeb0d43f535da6fa75a10f7656564
14659,entrenamiento,fe65b0d81336714db901299925cbeb7428539872a4fd6df0a7f5d35b05b02176
21560,entrenamiento,7831df49b34b9b05c91be5df86c523fdd8dbd004222dbc9c919b80be0ac5ec76
9061,entrenamiento,d35e0439407009ed7b5b195bee291598b51e8f5b45d3aa4ad5d50be332fbaa79
18608,entrenamiento,bc6735b2ee819620c558afa4caaff6dffbdd7bf7a75c9e514603dcc0e7ad77cb
14666,entrenamiento,460cc5beca5b34249915cea8dcdf9acea90fa568544e25df6d43d016d850626a
19827,prueba,28b97f7c8843974cbe37f18d4fe94a689d249b2660acd9190f3043c1cff8a1e8
21329,prueba,1ccab06f3e698c389152d736480a01347e4862e7c471abcee02bd9bdb5372ad3
16764,entrenamiento,452e108e359199a2b659ee2906fe2c0e4f1002c83e3853721567ee6a1dfcb147
3009,entrenamiento,6c639b84da3a37eeebea0e9df0aef92ab6286a59cbc07099e731c39cbbb91313
9285,entrenamiento,cb64160efe15eaf2810e115d8a9e466dc3d7f10b7a9a878bb61b644f702af476
20762,prueba,01de30f0a64adf8748490f597b717baefb385ec21e71476b2b61b199750efca4
27634,entrenamiento,caf4c47c6a2020bfb2ce8333e0c692b94cf31ba1aedbbfdc2944d573f4e50d8f
24350,entrenamiento,92ac43e6282610cac37e7ca7e1bad09654b7bfe9af099449ad65a32c48bf2dc6
3591,entrenamiento,92070bdc3da897b331c2cd4197a0f491591558151ab99744158d8ef3e984918b
13042,prueba,2a7f6831a2112fb13f860d60f0c348e883a6669124490844e1d9bb32f255ac3e
16576,entrenamiento,51656e4d832d15c84e41000ab4d5d4073bb1500487cea686de54964ba423ffab
4587,entrenamiento,c33ac48f0e20d746254632acb5258dbe54a38ec84030fc3bd6d992e3879aaa2e
27620,entrenamiento,e35fafc522a2451f76d5bc729ba17f56c6af86ca24344c134b48a7db30bfe0ad
17111,entrenamiento,cf8663e376009158119b68416c8b0df001fa41c43c05a8509931d0b8572fbeba
16814,entrenamiento,c5b773e41b9f86221fd648d2efe8c41456cfc4b7587cae7713e5772bca8c0247
26012,entrenamiento,f26f28096e743e94d6d6af3ab8cf8d23aee172383b5660caaba7c8a5e49f0ab4
17107,entrenamiento,fa4a802fe6b1ed5d18575e7f427ffe7ae212fdf58a7a0793307986453a138bff
20650,prueba,0154fefe9de504f66dfe8b543a8d3eab86cc995197c003c0e583f94f792c632f
24790,entrenamiento,bd6043e0976cf532b666e9ec4bf5b9e5f2f0fefd1966a825ca775d3e8d0ce64f
16856,entrenamiento,ea5fb671bd385ad906fdd41295ab5023fef47320d00a08a57da7f70e1d88b956
11169,entrenamiento,f9a1b3ef8068c5bb0feec2cec4f8aa6895a92cc260f383e44efc9ed5db105206
2564,entrenamiento,7d92a2132fda94ff04f40daf4890d4c565904f29a87c6cfaea7a60b7a95b5dbe
18671,entrenamiento,ea7cf857486c2729bd1d84b8b81f648b82d57ff339a19bd2967924f5257a6d23
17218,entrenamiento,b1802acafc5ebb18b0b11ac49d94ceef1c62f48f69740fa0bae6d2db9ea33baa
14158,entrenamiento,b124c7fd5ec91433fa98e7ad288d5f81f5a80c5d4a44ae4097ce0144c78fb4bc
9098,prueba,199cf8af4a2adc8a5a37277cc913ebbf2d333c400fc5e884a95d123b84f528b5
20417,entrenamiento,4a70b5ed1faac82a02a346a98c83f5cfc82cd3721546016275b929aa1b38e28b
16885,entrenamiento,6d5f14fdb21c1fef1d07cf5c884aed1fe9a4124f0028be6927f441899e92ed7f
2553,entrenamiento,ec8b21de127302f0748d1bb3b877036cdd1ac36dadbe1c85fdc81c8b1837569d
14675,entrenamiento,341a30b31a7edfa38db8b0b749445412542bcf46e06307f9d9890a2f3f31f287
17212,entrenamiento,90aabd48de720db109717f9a06057d16120ad9ce7dabe314d812e9258f00f8c5
8767,entrenamiento,c5f2865a4f1dd59afc17ebaf939a1f7e871f4b660e3e6aca9751a004562bff80
14298,prueba,2905eec9063a918c97478959815f19fc71d1f16babf8491976706e1f1fd6926b
19855,entrenamiento,92cafae7b02037572adf73537cf67fc3b408cb82e81bd9bc46d7b71fc19c70b2
21044,entrenamiento,92cafae7b02037572adf73537cf67fc3b408cb82e81bd9bc46d7b71fc19c70b2
23943,entrenamiento,79f69de743f0871f0e74e509415347c9169979020c634d24a74c2061067e52c1
2764,entrenamiento,aa660355285aeb67091e70536a0a74d3788604f9f4eeb83873147bd4b2d005dd
4393,entrenamiento,794afd5f40ace3d2c64745e9bff4418d1b6b3c6c77b4562ac885aa6499a898d6
7411,entrenamiento,d5db5014fa2940e52cc63905145a46d494fde9a6cf33057f0accacc15426ddf6
18466,entrenamiento,af9c6a8c96d11500c4f1beab09b154b09d665891021573c66b58153e5cc9be6a
27517,entrenamiento,9aac62f8eb288eb29bce09d787ddf8802bbcf32d61226efcf7ff5419e73b4611
18604,entrenamiento,e60d6f9ce454b8237f5b8b2694de43b6323e56a0c69c6aa21f243849260bf624
1253,entrenamiento,df90e722eba287f17d7ad862e06ca4a4bdd8ef88488e7f5d9aee4f8780bbeaa5
18325,entrenamiento,5f28c0f12015b38551fd4b0548d4a7704392aa5a4c3f5a001fef554241312c61
9026,prueba,0d02b5aec9e9b150aa96df20cf93ce382eb30bd5607eda48d71b2d52509103f6
22412,entrenamiento,3ac5e08714affa3150a03999b497e98271f2be01925d1c2c27968ed13a512ae5
1058,prueba,24f4c0b98bb33bce7136866088cec61c223bb3e25055ea8077e188c086131193
17412,entrenamiento,5a5c28d80c9b5541cd45dd01506c7242270b74ec575257dc8a4019e1d7512f25
2857,entrenamiento,9427c0423319915c574afdbca4e3fcf11cfc5995f8810c0658aaf9b247eda457
